"No.","Time","Source","Destination","Protocol","Length","Info"
"1696","36.706529","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=201171 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1697","36.706543","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=202421 Win=64240 Len=0"
"1698","36.706604","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=202421 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1699","36.706741","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=203776 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1700","36.706742","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=205131 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1701","36.706750","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=206486 Win=64240 Len=0"
"1702","36.706809","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=206486 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1703","36.733906","VMware_fb:9a:bf","Broadcast","ARP","60","Who has 172.16.165.254? Tell 172.16.165.162"
"1704","36.800041","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=207841 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1705","36.800066","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=209196 Win=64240 Len=0"
"1706","36.800448","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=209196 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1707","36.813673","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=210551 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1708","36.813698","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=211906 Win=64240 Len=0"
"1709","36.814154","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=211906 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1710","36.814509","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=213261 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1711","36.814509","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=214721 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1712","36.814510","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=215971 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1713","36.814510","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=217326 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1714","36.814511","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=218786 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1715","36.814530","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=220036 Win=64240 Len=0"
"1716","36.865006","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=220036 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1717","36.865671","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=221391 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1718","36.865672","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=222746 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1719","36.865688","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=224101 Win=64240 Len=0"
"1720","36.871653","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=224101 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1721","36.928771","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=225456 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1722","36.928795","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=226811 Win=64240 Len=0"
"1723","36.982299","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=226811 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1724","36.982803","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=228166 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1725","36.982806","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=229626 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1726","36.982806","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=230876 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1727","36.982826","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=232231 Win=64240 Len=0"
"1728","36.983028","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=232231 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1729","36.983029","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=233691 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1730","36.983038","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=234941 Win=64240 Len=0"
"1731","36.983237","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=234941 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1732","36.983238","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=236401 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1733","36.983239","37.200.69.143","172.16.165.165","TCP","1199","80  >  49452 [PSH, ACK] Seq=237861 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1734","36.983248","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=239006 Win=64240 Len=0"
"1735","36.983309","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=239006 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1736","36.983309","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=240466 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1737","36.983319","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=241716 Win=64240 Len=0"
"1738","37.086727","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=241716 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1739","37.087132","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=243071 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1740","37.087133","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=244426 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1741","37.087148","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=245781 Win=64240 Len=0"
"1742","37.087294","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=245781 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1743","37.087294","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=247136 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1744","37.087300","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=248491 Win=64240 Len=0"
"1745","37.094864","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=248491 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1746","37.095177","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=249846 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1747","37.095190","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=251201 Win=64240 Len=0"
"1748","37.095572","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=251201 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1749","37.095572","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=252661 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1750","37.095589","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=253911 Win=64240 Len=0"
"1751","37.157359","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=253911 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1752","37.157917","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=255266 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1753","37.157940","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=256621 Win=64240 Len=0"
"1754","37.158091","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=256621 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1755","37.158243","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=257976 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1756","37.158253","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=259331 Win=64240 Len=0"
"1757","37.158312","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=259331 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1758","37.158476","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=260686 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1759","37.158477","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=262146 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1760","37.158477","37.200.69.143","172.16.165.165","TCP","1199","80  >  49452 [PSH, ACK] Seq=263606 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1761","37.158486","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=264751 Win=64240 Len=0"
"1762","37.158675","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=264751 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1763","37.159270","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=266106 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1764","37.159271","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=267566 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1765","37.159271","37.200.69.143","172.16.165.165","TCP","1199","80  >  49452 [PSH, ACK] Seq=269026 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1766","37.159302","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=270171 Win=64240 Len=0"
"1767","37.269473","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=270171 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1768","37.269479","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=271631 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1769","37.269479","37.200.69.143","172.16.165.165","TCP","1199","80  >  49452 [PSH, ACK] Seq=273091 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1770","37.269479","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=274236 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1771","37.269480","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=275591 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1772","37.269509","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=276946 Win=64240 Len=0"
"1773","37.269752","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=276946 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1774","37.269753","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=278406 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1775","37.269759","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=279656 Win=64240 Len=0"
"1776","37.322029","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=279656 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1777","37.322398","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=281011 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1778","37.322425","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=282366 Win=64240 Len=0"
"1779","37.322490","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=282366 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1780","37.373188","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=283721 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1781","37.373222","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=285076 Win=64240 Len=0"
"1782","37.373458","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=285076 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1783","37.374355","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=286431 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1784","37.374363","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=287786 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1785","37.374386","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=289141 Win=64240 Len=0"
"1786","37.374643","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=289141 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1787","37.374644","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=290601 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1788","37.374645","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=291851 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1789","37.374656","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=293206 Win=64240 Len=0"
"1790","37.437176","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=293206 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1791","37.437619","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=294561 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1792","37.437620","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=296021 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1793","37.437620","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=297271 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1794","37.437644","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=298626 Win=64240 Len=0"
"1795","37.437875","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=298626 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1796","37.437876","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=300086 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1797","37.437877","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=301336 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1798","37.437893","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=302691 Win=64240 Len=0"
"1799","37.438872","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=302691 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1800","37.438873","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=304046 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1801","37.438874","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=305401 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1802","37.438892","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=306756 Win=64240 Len=0"
"1803","37.439326","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=306756 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1804","37.444865","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=308111 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1805","37.444887","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=309466 Win=64240 Len=0"
"1806","37.445400","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=309466 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1807","37.445400","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=310926 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1808","37.445415","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=312176 Win=64240 Len=0"
"1809","37.445643","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=312176 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1810","37.445932","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=313531 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1811","37.445946","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=314991 Win=64240 Len=0"
"1812","37.446057","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=314991 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1813","37.446058","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=316451 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1814","37.446058","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=317911 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1815","37.446058","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=319371 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1816","37.446059","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=320831 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1817","37.446060","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=322291 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1818","37.446061","37.200.69.143","172.16.165.165","TCP","674","80  >  49452 [PSH, ACK] Seq=323751 Ack=1063 Win=64240 Len=620 [TCP segment of a reassembled PDU]"
"1819","37.446074","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=324371 Win=62160 Len=0"
"1820","37.446136","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=324371 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1821","37.446182","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=325726 Win=64240 Len=0"
"1822","37.446791","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=325726 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1823","37.547237","37.200.69.143","172.16.165.165","TCP","1409","[TCP Retransmission] 80  >  49452 [PSH, ACK] Seq=325726 Ack=1063 Win=64240 Len=1355"
"1824","37.547297","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=327081 Win=62885 Len=0"
"1825","37.555725","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=327081 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1826","37.655916","37.200.69.143","172.16.165.165","TCP","1409","[TCP Retransmission] 80  >  49452 [PSH, ACK] Seq=327081 Ack=1063 Win=64240 Len=1355"
"1827","37.655934","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=328436 Win=64240 Len=0"
"1828","37.660346","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=328436 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1829","37.660348","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=329791 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1830","37.660385","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=331146 Win=64240 Len=0"
"1831","37.660504","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=331146 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1832","37.660505","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=332606 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1833","37.660526","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=333856 Win=64240 Len=0"
"1834","37.660940","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=333856 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1835","37.724238","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=335211 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1836","37.724260","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=336566 Win=64240 Len=0"
"1837","37.724507","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=336566 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1838","37.725258","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=337921 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1839","37.725284","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=339276 Win=64240 Len=0"
"1840","37.725340","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=339276 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1841","37.725340","37.200.69.143","172.16.165.165","TCP","1304","80  >  49452 [PSH, ACK] Seq=340736 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1842","37.725346","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=341986 Win=64240 Len=0"
"1843","37.725658","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=341986 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1844","37.725659","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=343446 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1845","37.725670","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=344906 Win=64240 Len=0"
"1846","37.725823","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=344906 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1847","37.725988","37.200.69.143","172.16.165.165","TCP","1094","80  >  49452 [PSH, ACK] Seq=346366 Ack=1063 Win=64240 Len=1040 [TCP segment of a reassembled PDU]"
"1848","37.725998","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=347406 Win=64240 Len=0"
"1849","37.726102","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=347406 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1850","37.726107","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=348866 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1851","37.726109","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=350326 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1852","37.726109","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=351786 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1853","37.726110","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=353246 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1854","37.726111","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=354706 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1855","37.726111","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=356166 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1856","37.726111","37.200.69.143","172.16.165.165","TCP","674","80  >  49452 [PSH, ACK] Seq=357626 Ack=1063 Win=64240 Len=620 [TCP segment of a reassembled PDU]"
"1857","37.726127","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1063 Ack=358246 Win=60700 Len=0"
"1858","37.726190","172.16.165.165","37.200.69.143","TCP","54","[TCP Window Update] 49452  >  80 [ACK] Seq=1063 Ack=358246 Win=64240 Len=0"
"1859","37.778026","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=358246 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
